CAMIS,DBA,AIRPORT,BUILDING,CUISINE_DESCRIPTION,INSPECTION_DATE,ACTION,VIOLATION_CODE,VIOLATION_DESCRIPTION,CRITICAL_FLAG,SCORE,GRADE,GRADE_DATE,RECORD_DATE,INSPECTION_TYPE
41258881,NYSB,ABE,0,American,9/30/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,9/30/2015,8/28/2017,Cycle Inspection / Initial Inspection
40722858,KERRY HILLS PUB,ABE,11510,"Bottled beverages, including water, sodas, juices, etc.",8/11/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,8/11/2016,8/28/2017,Cycle Inspection / Initial Inspection
41708729,ENERGY FUEL CAFE,ABE,606,American,10/19/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,26,B,10/19/2016,8/28/2017,Cycle Inspection / Re-inspection
41458340,MR TONG,ABE,2926,Chinese,9/11/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,A,9/11/2014,8/28/2017,Cycle Inspection / Initial Inspection
40990299,ELEGANT CHINESE RESTAURANT,ABE,21206,Chinese,5/20/2015,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,9,A,5/20/2015,8/28/2017,Cycle Inspection / Initial Inspection
41011050,EAST 86 CINEMAS,ABE,210,American,9/8/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,7,A,9/8/2015,8/28/2017,Cycle Inspection / Initial Inspection
41575411,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,ABE,568,Caribbean,9/9/2016,Establishment re-opened by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,P,9/9/2016,8/28/2017,Cycle Inspection / Reopening Inspection
50044665,VB BAKERY,ABE,3558,Bakery,5/4/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,5/4/2017,8/28/2017,Cycle Inspection / Re-inspection
40859658,KIMCHEE KOREAN RESTAURANT,ABE,9324,Korean,1/14/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,A,1/14/2016,8/28/2017,Cycle Inspection / Initial Inspection
50005592,J R SUSHI,ABE,86A,Japanese,4/21/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,4/21/2017,8/28/2017,Cycle Inspection / Initial Inspection
41668300,GIRELLO,ABE,16,Italian,3/4/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12,A,3/4/2015,8/28/2017,Cycle Inspection / Initial Inspection
50017311,OFF TO START CAFE,ABE,535,CafÃ©/Coffee/Tea,8/17/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12,A,8/17/2016,8/28/2017,Cycle Inspection / Initial Inspection
41008388,LANDMARC,ABE,179,French,5/13/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,5/13/2013,8/28/2017,Cycle Inspection / Initial Inspection
41316105,MAGNA BAR & RESTAURANT,ABE,3525,Italian,12/29/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,12/29/2014,8/28/2017,Cycle Inspection / Re-inspection
41388845,OLYMPIC PITA,ABE,1419,Jewish/Kosher,1/12/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,1/12/2017,8/28/2017,Cycle Inspection / Re-inspection
41311297,DOCKS RESTAURANT,ABE,633,Seafood,9/2/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,9/2/2014,8/28/2017,Cycle Inspection / Initial Inspection
40646987,YURA & COMPANY ON MADISON,ABE,1292,American,3/31/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,3/31/2017,8/28/2017,Cycle Inspection / Re-inspection
50057010,ARTICHOKE BASILLE'S PIZZA,ABE,9102,Pizza,12/5/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,12/5/2016,8/28/2017,Pre-permit (Operational) / Initial Inspection
41662482,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,ABE,20008,Caribbean,2/13/2016,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,7,A,2/13/2016,8/28/2017,Cycle Inspection / Initial Inspection
40761108,MY MOTHER'S PLACE,ABE,10436,"Ice Cream, Gelato, Yogurt, Ices",11/5/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,11/5/2014,8/28/2017,Cycle Inspection / Initial Inspection
41669598,SUGAR AND PLUMM,ABE,377,American,9/1/2016,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,13,A,9/1/2016,8/28/2017,Cycle Inspection / Re-inspection
41608396,VAI,ABE,429,Mediterranean,5/9/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,5/9/2017,8/28/2017,Cycle Inspection / Initial Inspection
50043256,WAH HING KITCHEN,ABE,12519,Chinese,3/13/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,3/13/2017,8/28/2017,Cycle Inspection / Re-inspection
50005160,FAMOUS FAMIGLIA PIZZERIA,ABE,7420,Pizza,5/3/2017,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,24,B,5/3/2017,8/28/2017,Cycle Inspection / Re-inspection
40370856,OLIVE TREE CAFE & COMEDY CELLAR,ABE,117,American,3/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,3/13/2017,8/28/2017,Cycle Inspection / Initial Inspection
41149565,CAS' WEST INDIAN & AMERICAN RESTAURANT,ABE,135,Caribbean,12/29/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,12/29/2014,8/28/2017,Cycle Inspection / Re-inspection
41553930,CITY WINERY,ABE,155,American,7/29/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,7/29/2015,8/28/2017,Cycle Inspection / Re-inspection
50033125,CARVEL ICE CREAM,ABE,762,"Ice Cream, Gelato, Yogurt, Ices",4/15/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,4/15/2015,8/28/2017,Pre-permit (Operational) / Initial Inspection
41253988,BAGELS PLUS,ABE,5722,Bagels/Pretzels,1/28/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,1/28/2016,8/28/2017,Cycle Inspection / Initial Inspection
41264071,CAFE CORTADITO,ABE,210,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/29/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,A,9/29/2015,8/28/2017,Cycle Inspection / Re-inspection
50053359,BAR DU BOULEVARD RESTAURANT,ABE,1347,Caribbean,6/22/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,16,B,6/22/2017,8/28/2017,Pre-permit (Operational) / Re-inspection
40825908,POLANCO RESTAURANT BBQ,ABE,2421,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/22/2014,Violations were cited in the following area(s).,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,28,C,5/22/2014,8/28/2017,Cycle Inspection / Re-inspection
41561808,FLAFEL ON BROADWAY,ABE,3151,Middle Eastern,10/15/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,10/15/2015,8/28/2017,Cycle Inspection / Initial Inspection
41512057,LA BERGAMOTE,ABE,177,French,8/25/2016,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,8/25/2016,8/28/2017,Cycle Inspection / Initial Inspection
50014481,MAMAM,ABE,239,French,6/15/2015,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,13,A,6/15/2015,8/28/2017,Cycle Inspection / Initial Inspection
41474931,MCDONALD'S,ABE,12,American,11/12/2014,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13,A,11/12/2014,8/28/2017,Cycle Inspection / Initial Inspection
50048053,HUSKY-P MEALS DIRECT,ABE,18417,Caribbean,7/15/2016,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,14,B,7/15/2016,8/28/2017,Pre-permit (Operational) / Re-inspection
41532740,EXQUISITE RESTAURANT,ABE,2905,Caribbean,10/12/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,10/12/2016,8/28/2017,Cycle Inspection / Initial Inspection
